WorkerId,SubmitTime,Answer 21,Answer 22,question_number,subject,animacy,number,definiteness,type,image,sentence,response,rt
UNBVQHYLQR0NXHMI9802MV7AIOR9UF,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",4,bus,inanimate,plural,definite,example,match,The buses were blocking traffic.,1,7660
RQV65JWKQFAII5EP5SHBCV7QBEKMWZ,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",5,piano,inanimate,plural,indefinite,target,mismatch,Pianos are well tuned.,5,12398
6W2V517L82LPFIRSOYA5VGTDEM9422,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",2,sword,inanimate,plural,indefinite,example,match,Swords are weapons.,5,7800
3FL0FZAZ9YKWTXHEQDV3JGVDQUC4M1,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",3,zebra,animate,singular,definite,example,match,The zebra is not extinct.,5,8275
FZEH7DMWXTNK5S9QX7VOM63BEX9HTH,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",1,mouse,animate,singular,indefinite,example,match,A mouse lives in my house.,1,10820
YM0JHUCLDYVSEK0BPSDFYI275J7ONO,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",8,kangaroo,animate,singular,definite,target,match,The kangaroo likes to jump.,4,4717
6IL3O5M4ONIJ5YA3TZ43IO7CACVSMI,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",9,fence,inanimate,plural,indefinite,target,match,Fences make the yards in town look nicer.,5,4423
LQIFULMVE39N77LEJWKAS5P73Q9VRD,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",14,tire,inanimate,plural,definite,target,match,The tires are round,2,5241
J1OVQIZLU4RS6ENQS314KILWADFXA0,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",15,cheetah,animate,singular,definite,target,mismatch,The cheetah runs really fast.,4,4400
4KOQ6OICY7NBNKKCI08XZSEWNAD1Y4,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",16,turtle,animate,singular,indefinite,target,match,A turtle lives at the zoo,1,3018
NGL7TN6T7JINQ95706H47HWJRT4YEU,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",17,squirrel,animate,singular,definite,target,match,The squirrel gathered its nuts for the winter.,2,4342
11K25HNGOL3K6Q5L81TGTVAW9HF7BS,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",10,penguin,animate,singular,definite,target,mismatch,The penguin lived in a cold climate.,4,5756
0Z8XUY9TD2NO1IR2H1FIYLIDTQM1P9,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",11,penguin,animate,plural,definite,target,mismatch,The penguins are used to cold. ,2,6079
NS2JQIK0YPMG8GX6H0CWZD6C2AEL40,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",12,panda,animate,singular,indefinite,target,mismatch,A panda looks very cuddly.,4,4974
JK8K3C8M9FGHQAUSXO0O4W5DLEHKRV,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",13,camel,animate,plural,indefinite,target,mismatch,Camels drank water in the desert,5,36404
O0R2930YFQW34AZF3959RA22CI6EWG,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",18,kite,inanimate,singular,indefinite,target,match,A kite flies high in the sky.,2,4191
Q8FTG02WHO4E8W1YPEBLLS61QPOIDU,Mon Jan 19 14:13:38 PST 2015,"""English""","""""",19,football,inanimate,plural,definite,target,match,The footballs were specially designed for professional competition.,2,50215
KPXGU1OSY7LY9TMUCSQUT1C4WOJ7K6,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",20,fox,animate,singular,definite,target,mismatch,The fox is sly.,2,5904
SRIPJRJBJGLUIS8IRO198OMKVFL3PR,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",6,bear,animate,singular,definite,target,match,The bear tries to catch salmon.,1,8929
7J9LWKI1B6KFLP772N0FYMINBIH1FC,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",7,shirt,inanimate,plural,indefinite,target,mismatch,"Shirts were made cheaply, but were low quality.",2,50110
A7GMWUO2N75YUI7TUPCMNAAD5HVTFY,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",4,mouse,animate,singular,indefinite,example,match,A mouse lives in my house.,1,10105
KHW6EOMNRMNKZKCAFLQ1UVR4W4P55G,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",5,cow,animate,plural,definite,target,match,The cows provide milk and meat.,5,10640
WQTCP9PTSEIX4TCFW5L1BPJTIB2R77,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",2,bus,inanimate,plural,definite,example,match,The buses were blocking traffic.,1,14103
8RMKBJA5MA83VFDBHRMX8K66GF8QQG,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",3,sword,inanimate,plural,indefinite,example,match,Swords are weapons.,5,8792
V5NML24X0U8RWHRB6D0UXRR3V1TEJ9,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",1,zebra,animate,singular,definite,example,match,The zebra is not extinct.,4,16521
K5EXQ5DGNY7MEIOMGP52ORWU3UQOQU,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",8,camel,animate,singular,indefinite,target,match,A camel is not thirsty.,2,27115
DGZGFN65VTRS38DOWYRC2F43288V0W,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",9,knife,inanimate,plural,indefinite,target,match,Knives cut the vegetables smoothly,4,6907
M3YM4V0991K9FJO6ADUM341DYMH4U4,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",14,dolphin,animate,plural,definite,target,mismatch,The dolphins always travel together.,5,6822
O3R6966GMCE0URLE26N1SIWQZWBLZX,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",15,television,inanimate,singular,indefinite,target,mismatch,A television hums when it is turned on.,1,8937
GQYSE1UHP99JVLOITIZJ61JNQTBZYD,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",16,skunk,animate,singular,definite,target,mismatch,The skunk is smelly,5,6504
613PNTVJIQO55FQZ6D71AA97ZY7O3I,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",17,light bulb,inanimate,plural,definite,target,match,The light bulbs are expensive.,2,21899
F4O13X1SVRS23TNR4BB1X7GS6Y78JU,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",10,shark,animate,plural,definite,target,mismatch,The sharks are vicious.,2,9028
EBI1SRMJAKRW4X5DIK8PB4BPTJI7AG,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",11,elephant,animate,singular,indefinite,target,mismatch,An elephant is afraid of a mouse.,2,8804
8CW22HS5YVDIW1TX8ZTBUD45W3STQE,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",12,panda,animate,singular,definite,target,match,The panda is black and white,4,7250
O19EG426B8TZ105CO9OF77FRUBJBSL,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",13,bicycle,inanimate,plural,indefinite,target,match,Bicycles can be seen on the roadway.,2,4920
9L56B3D20BWXRQGDMHJXTRLIH4YIME,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",18,cheetah,animate,plural,indefinite,target,mismatch,Cheetahs ran quickly through the wild,1,14010
1EI6RO2FHS8B7N8PNM84RULT4EGY8K,Mon Jan 19 14:13:59 PST 2015,"""english""","""""",19,lion,animate,singular,indefinite,target,match,A lion roars loudly.,2,5473
1FUS7PZSDQJTHNBR40H6NM4VXBF71T,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",20,lamp,inanimate,singular,indefinite,target,mismatch,A lamp gives a soft glow.,1,10860
A7IRJ7T6744GSMRU5MT73TPX1LZ6MF,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",6,lion,animate,singular,definite,target,mismatch,The lion stalks its prey.,5,13144
AAF1DIFTS4XN3TNLB4BTOVQRHVYNGZ,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",7,elephant,animate,plural,definite,target,match,The elephants have long trunks.,5,13296
QISN6IA8LVISM0SAJJYVDYM93ENI7P,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",4,zebra,animate,singular,definite,example,match,The zebra is not extinct.,4,14950
G1JJNPT79C0HZOFGVGOXFFXFIOHPFT,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",5,bear,animate,singular,indefinite,target,mismatch,A bear looks for food in garbage cans.,2,15766
QPATLJ0843Q9M836GHTRTDQFXKUAEF,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",2,sword,inanimate,plural,indefinite,example,match,Swords are weapons.,5,18552
HXA5V38EVA91I47RW0HRRV5I5D9ILD,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",3,bus,inanimate,plural,definite,example,match,The buses were blocking traffic.,2,10079
AJRRWC1KSCIQWIWOYU1V9HZJ3V4A9L,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",1,mouse,animate,singular,indefinite,example,match,A mouse lives in my house.,1,25896
Q3I7TZL1NLG2CGTASG7V181YU6V7HF,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",8,bed,inanimate,plural,indefinite,target,mismatch,Beds were slept in,2,8097
IJRROBYE9GIS1M9ZGFJFMXJRCNW74L,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",9,cheetah,animate,plural,definite,target,mismatch,The cheetahs enjoy the kill,4,8721
2VUN0U05F9T92KQMVG3PFTKBFV9QSV,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",14,dog,animate,singular,indefinite,target,match,A dog likes to eat a bone.,4,23697
SI6XMZQ5LZLPLTOTA0OUP479RYRXO8,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",15,camel,animate,singular,definite,target,mismatch,The camel is in the desert.,4,4800
QV792XNSA0CSP5JFAM4QDIZ57UWUAT,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",16,kite,inanimate,plural,indefinite,target,mismatch,Kites Soared above,2,10723
DHX4A4UVMQINEE4JFJX6KX6DCUWHI4,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",17,knife,inanimate,plural,definite,target,mismatch,The knives are very sharp.,2,6408
Q8H2ZDCSNHRVN7X4KTKK6HQEDWDQR7,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",10,shirt,inanimate,singular,indefinite,target,match,A shirt needs to be ironed. ,1,9629
IXL2V4QJIY3HXF28KBD86OA72865HF,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",11,squirrel,animate,plural,indefinite,target,match,Squirrels keep stealing the bird seed from the feeders. ,2,8073
UW4PKVMSCPIVYF6OIJ7H3IRK31GJ4I,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",12,pig,animate,singular,definite,target,match,The pig sleeps in the mud.,4,8262
BFSYYWFVAZ5JVUKFNU34AZMMKK7NJ3,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",13,piano,inanimate,plural,definite,target,match,The pianos are hard to play.,4,8771
LLX7EEGV75UX66VSXNLO0MOV5M2H8D,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",18,cow,animate,singular,definite,target,match,The cow eats grass.,2,5763
55VOVXCJ1KBTMNWOT3ESAC8HLLT4ZF,Mon Jan 19 14:18:37 PST 2015,"""English""","""no""",19,chair,inanimate,plural,indefinite,target,match,Chairs are needed for the cafeteria.,2,7552
